CD_CB;CD_CB_SUP;LEVEL;LB_LEVEL;FRANCE;label
37.82;37.8;4;Niveau 4;TRUE;Prairies subalpines à Calamagrostis arundinacea
37.83;37.8;4;Niveau 4;TRUE;Mégaphorbiaies pyrénéo-ibériques
37.84;37.8;4;Niveau 4;FALSE;
37.85;37.8;4;Niveau 4;TRUE;Mégaphorbiaies corses à Cymbalaria
37.86;37.8;4;Niveau 4;TRUE;Mégaphorbiaies corses à Doronicum
37.87;37.8;4;Niveau 4;FALSE;
37.88;37.8;4;Niveau 4;TRUE;Communautés alpines à Patience alpine
38;3;2;Niveau 2;TRUE;Prairies mésophiles
38.1;38;3;Niveau 3;TRUE;Pâtures mésophiles
38.11;38.1;4;Niveau 4;TRUE;Pâturages continus
38.111;38.11;5;Niveau 5;TRUE;Pâturages à Ray-grass
38.112;38.11;5;Niveau 5;TRUE;Pâturages à Cynosurus-Centaurea
38.12;38.1;4;Niveau 4;TRUE;Pâturages interrompus par des fossés
38.13;38.1;4;Niveau 4;TRUE;Pâturages abandonnés
38.2;38;3;Niveau 3;TRUE;Prairies de fauche de basse altitude
38.21;38.2;4;Niveau 4;TRUE;Prairies de fauche atlantiques
38.22;38.2;4;Niveau 4;TRUE;Prairies de fauche des plaines médio-européennes
38.23;38.2;4;Niveau 4;TRUE;Prairies de fauche submontagnardes médio-européennes
38.3;38;3;Niveau 3;TRUE;Prairies de fauche de montagne
38.4;38;3;Niveau 3;FALSE;
38.41;38.4;4;Niveau 4;FALSE;
38.42;38.4;4;Niveau 4;FALSE;
38.43;38.4;4;Niveau 4;FALSE;
38.5;38;3;Niveau 3;FALSE;
4;;1;Niveau 1;TRUE;FORETS
41;4;2;Niveau 2;TRUE;Forêts caducifoliées
41.1;41;3;Niveau 3;TRUE;Hêtraies
41.11;41.1;4;Niveau 4;TRUE;Hêtraies acidiphiles médio-européennes à Luzule blanchâtre du Luzulo-Fagenion
41.111;41.11;5;Niveau 5;TRUE;Hêtraies collinéennes à Luzule
41.112;41.11;5;Niveau 5;TRUE;Hêtraies montagnardes à Luzule
41.1121;41.112;6;Niveau 6;FALSE;
41.1122;41.112;6;Niveau 6;TRUE;Hêtraies montagnardes semi-naturelles à Luzule françaises
41.12;41.1;4;Niveau 4;TRUE;Hêtraies atlantiques acidiphiles
41.121;41.12;5;Niveau 5;TRUE;Hêtraies acidiphiles de la mer du Nord
41.122;41.12;5;Niveau 5;TRUE;Hêtraies acidiphiles sub-atlantiques
41.123;41.12;5;Niveau 5;TRUE;Hêtraies acidiphiles armoricaines
41.124;41.12;5;Niveau 5;TRUE;Hêtraies acidiphiles pyrénéo-cantabriques
41.125;41.12;5;Niveau 5;FALSE;
41.126;41.12;5;Niveau 5;FALSE;
41.127;41.12;5;Niveau 5;TRUE;Hêtraies acidiphiles ibériques humides
41.128;41.12;5;Niveau 5;TRUE;Hêtraies acidiphiles ibériques hyper-humides
41.129;41.12;5;Niveau 5;FALSE;
41.13;41.1;4;Niveau 4;TRUE;Hêtraies neutrophiles
41.131;41.13;5;Niveau 5;TRUE;Hêtraies à Mélique
41.1311;41.131;6;Niveau 6;TRUE;Hêtraies calciclines à Mélique
41.1312;41.131;6;Niveau 6;TRUE;Hêtraies neutroclines à Mélique
41.132;41.13;5;Niveau 5;TRUE;Hêtraies à Jacinthe des bois
41.1321;41.132;6;Niveau 6;TRUE;Hêtraies calciclines à Jacinthe des bois
41.1322;41.132;6;Niveau 6;TRUE;Hêtraies neutroclines à Jacinthe des bois
41.133;41.13;5;Niveau 5;TRUE;Hêtraies à Dentaires
41.14;41.1;4;Niveau 4;TRUE;Hêtraies neutrophiles pyrénéo-cantabriques
41.141;41.14;5;Niveau 5;TRUE;Hêtraies pyrénéennes hygrophiles
41.142;41.14;5;Niveau 5;TRUE;Hêtraies pyrénéennes mésophiles
41.143;41.14;5;Niveau 5;TRUE;Hêtraies oro-cantabriques sub-humides
41.144;41.14;5;Niveau 5;TRUE;Hêtraies-sapinières humides du Massif central
41.15;41.1;4;Niveau 4;TRUE;Hêtraies subalpines
41.16;41.1;4;Niveau 4;TRUE;Hêtraies sur calcaire
41.161;41.16;5;Niveau 5;TRUE;Hêtraie à laîches
41.162;41.16;5;Niveau 5;TRUE;Hêtraies xérophiles nord-ouest ibériques
41.17;41.1;4;Niveau 4;TRUE;Hêtraies médio-européennes méridionales
41.171;41.17;5;Niveau 5;TRUE;Hêtraies acidiphiles des Alpes méridionales et des Apennins
41.172;41.17;5;Niveau 5;TRUE;Hêtraies acidiphiles des Pyrénées orientales et des Cévennes
41.173;41.17;5;Niveau 5;TRUE;Hêtraies corses
41.174;41.17;5;Niveau 5;TRUE;Hêtraies neutrophiles des Alpes méridionales et des Apennins
41.1741;41.174;6;Niveau 6;TRUE;Hêtraies neutrophiles des Alpes sud-occidentales
41.1742;41.174;6;Niveau 6;TRUE;Hêtraies neutrophiles des Alpes maritimes
41.1743;41.174;6;Niveau 6;FALSE;
41.1744;41.174;6;Niveau 6;FALSE;
41.175;41.17;5;Niveau 5;TRUE;Hêtraies calcicoles sub-méditerranéennes
41.1751;41.175;6;Niveau 6;TRUE;Hêtraies à Buis
41.1752;41.175;6;Niveau 6;TRUE;Hêtraies à Androsace
41.1753;41.175;6;Niveau 6;TRUE;Hêtraies à Lavande
41.1754;41.175;6;Niveau 6;TRUE;Hêtraies de la Sainte-Baume
41.176;41.17;5;Niveau 5;FALSE;
41.18;41.1;4;Niveau 4;FALSE;
41.181;41.18;5;Niveau 5;FALSE;
41.182;41.18;5;Niveau 5;FALSE;
41.183;41.18;5;Niveau 5;FALSE;
41.184;41.18;5;Niveau 5;FALSE;
41.185;41.18;5;Niveau 5;FALSE;
41.186;41.18;5;Niveau 5;FALSE;
41.187;41.18;5;Niveau 5;FALSE;
41.19;41.1;4;Niveau 4;FALSE;
41.1A;41.1;4;Niveau 4;FALSE;
41.1B;41.1;4;Niveau 4;FALSE;
41.2;41;3;Niveau 3;TRUE;Chênaies-charmaies
41.21;41.2;4;Niveau 4;TRUE;Chênaies atlantiques mixtes à Jacinthes des bois
41.22;41.2;4;Niveau 4;TRUE;Frênaies-chênaies et chênaies-charmaies aquitaniennes
41.23;41.2;4;Niveau 4;TRUE;Frênaies-chênaies sub-atlantiques à primevère
41.231;41.23;5;Niveau 5;TRUE;Frênaies-chênaies à Arum
41.232;41.23;5;Niveau 5;TRUE;Frênaies-chênaies à Corydale
41.233;41.23;5;Niveau 5;TRUE;Frênaies-chênaies à Ail
41.24;41.2;4;Niveau 4;TRUE;Chênaies-charmaies à Stellaire sub-atlantiques
41.241;41.24;5;Niveau 5;TRUE;Chênaies-charmaies du Nord-Ouest
41.242;41.24;5;Niveau 5;TRUE;Chênaies-charmaies de Lorraine sur marnes
41.243;41.24;5;Niveau 5;TRUE;Chênaies-charmaies collinéennes du Bourgogne
41.244;41.24;5;Niveau 5;TRUE;Chênaies-charmaies des plaines du Bourgogne
41.25;41.2;4;Niveau 4;TRUE;Chênaies-charmaies faméniennes
41.26;41.2;4;Niveau 4;TRUE;Chênaies-charmaies orientales
41.261;41.26;5;Niveau 5;TRUE;Chênaies-charmaies à Gaillet des bois
41.262;41.26;5;Niveau 5;TRUE;Forêts mixtes de Tilleuls de Chênes et de Charmes
41.27;41.2;4;Niveau 4;TRUE;Chênaies-charmaies et frênaies-charmaies calciphiles
41.271;41.27;5;Niveau 5;TRUE;Chênaies-charmaies xérophiles sur calcaire
41.272;41.27;5;Niveau 5;TRUE;Chênaies-charmaies xérophiles sur schistes
41.273;41.27;5;Niveau 5;TRUE;Chênaies-charmaies calciphiles
41.28;41.2;4;Niveau 4;TRUE;Chênaies-charmaies sud-alpines
41.29;41.2;4;Niveau 4;TRUE;Chênaies-frênaies pyrénéo-cantabriques
41.3;41;3;Niveau 3;TRUE;Frênaies
41.31;41.3;4;Niveau 4;FALSE;
41.32;41.3;4;Niveau 4;FALSE;
41.33;41.3;4;Niveau 4;TRUE;Forêt de frênes pyrénéo-cantabriques
41.34;41.3;4;Niveau 4;FALSE;
41.35;41.3;4;Niveau 4;TRUE;Frênaies mixtes atlantiques à jacinthe
41.36;41.3;4;Niveau 4;TRUE;Frênaies d'Aquitaine
41.37;41.3;4;Niveau 4;TRUE;Frênaies sub-atlantiques
41.38;41.3;4;Niveau 4;TRUE;Frênaies calciphiles lutétiennes
41.39;41.3;4;Niveau 4;TRUE;Bois de frênes post-culturaux
41.4;41;3;Niveau 3;TRUE;Forêts mixtes de pentes et ravins
41.41;41.4;4;Niveau 4;TRUE;Forêts de ravin à Frêne et Sycomore
41.42;41.4;4;Niveau 4;TRUE;Forêts de pente hercyniennes
41.43;41.4;4;Niveau 4;TRUE;Forêts de pente alpiennes et péri-alpiennes
41.44;41.4;4;Niveau 4;TRUE;Forêts mixtes pyrénéo-cantabriques de Chênes et d'Ormes
41.45;41.4;4;Niveau 4;TRUE;Forêts thermophiles alpiennes et péri-alpiennes mixtes de Tilleuls
41.46;41.4;4;Niveau 4;FALSE;
41.5;41;3;Niveau 3;TRUE;Chênaies acidiphiles
41.51;41.5;4;Niveau 4;TRUE;Bois de Chênes pédonculés et de Bouleaux
41.52;41.5;4;Niveau 4;TRUE;Chênaies acidiphiles atlantiques à Hêtres
41.521;41.52;5;Niveau 5;TRUE;Forêts de Chênes sessiles du nord-ouest
41.522;41.52;5;Niveau 5;TRUE;Forêts armoricaine de Chênes sessiles
41.523;41.52;5;Niveau 5;TRUE;Forêts sur dune
41.524;41.52;5;Niveau 5;FALSE;
41.525;41.52;5;Niveau 5;FALSE;
41.53;41.5;4;Niveau 4;TRUE;Forêts de Chênes sessiles britanniques et irlandaises
41.531;41.53;5;Niveau 5;FALSE;
41.532;41.53;5;Niveau 5;FALSE;
41.5321;41.532;6;Niveau 6;FALSE;
41.5322;41.532;6;Niveau 6;FALSE;
41.54;41.5;4;Niveau 4;TRUE;Chênaies aquitano-ligériennes sur podzols
41.55;41.5;4;Niveau 4;TRUE;Chênaies aquitano-ligériennes sur sols lessivés ou acides
41.56;41.5;4;Niveau 4;TRUE;Chênaies acidiphiles ibéro-atlantiques
41.561;41.56;5;Niveau 5;TRUE;Chênaies acidiphiles pyrénéennes
41.5611;41.561;6;Niveau 6;TRUE;Chênaies acidiphiles pyrénéennes mésophiles
41.5612;41.561;6;Niveau 6;TRUE;Chênaies acidiphiles pyrénéennes hygrophiles
41.562;41.56;5;Niveau 5;FALSE;
41.5621;41.562;6;Niveau 6;FALSE;
41.5622;41.562;6;Niveau 6;FALSE;
41.5623;41.562;6;Niveau 6;FALSE;
41.563;41.56;5;Niveau 5;FALSE;
41.5631;41.563;6;Niveau 6;FALSE;
41.5632;41.563;6;Niveau 6;FALSE;
41.564;41.56;5;Niveau 5;FALSE;
41.57;41.5;4;Niveau 4;TRUE;Chênaies acidiphiles médio-européennes
41.571;41.57;5;Niveau 5;TRUE;Chênaies à Luzule des bois
41.572;41.57;5;Niveau 5;TRUE;Chênaies acidiphiles xéro-thermophiles
41.58;41.5;4;Niveau 4;FALSE;
41.59;41.5;4;Niveau 4;FALSE;
41.5A;41.5;4;Niveau 4;FALSE;
41.6;41;3;Niveau 3;TRUE;Forêts de Chêne tauzin
41.61;41.6;4;Niveau 4;FALSE;
41.611;41.61;5;Niveau 5;FALSE;
41.6111;41.611;6;Niveau 6;FALSE;
41.6112;41.611;6;Niveau 6;FALSE;
41.612;41.61;5;Niveau 5;FALSE;
41.6121;41.612;6;Niveau 6;FALSE;
41.6122;41.612;6;Niveau 6;FALSE;
41.613;41.61;5;Niveau 5;FALSE;
41.6131;41.613;6;Niveau 6;FALSE;
41.6132;41.613;6;Niveau 6;FALSE;
41.62;41.6;4;Niveau 4;FALSE;
41.63;41.6;4;Niveau 4;FALSE;
41.64;41.6;4;Niveau 4;FALSE;
41.65;41.6;4;Niveau 4;TRUE;Forêts françaises de Quercus pyrenaica
41.7;41;3;Niveau 3;TRUE;Chênaies thermophiles et supra-méditerranéennes
41.71;41.7;4;Niveau 4;TRUE;Chênaies blanches occidentales et communautés apparentées
41.711;41.71;5;Niveau 5;TRUE;Bois occidentaux de Quercus pubescens
41.712;41.71;5;Niveau 5;TRUE;Bois sub-méditerranéens de Quercus petraea-Q. robur
41.713;41.71;5;Niveau 5;TRUE;Bois de Quercus palensis
41.714;41.71;5;Niveau 5;TRUE;Bois de Chênes blancs eu-méditerranéens
41.72;41.7;4;Niveau 4;TRUE;Chênaies pubescentes cyrno-sardes
41.73;41.7;4;Niveau 4;TRUE;Chênaies pubescentes orientales
41.731;41.73;5;Niveau 5;TRUE;Chênaies pubescentes d'Italie septentrionale
41.732;41.73;5;Niveau 5;FALSE;
41.733;41.73;5;Niveau 5;FALSE;
41.734;41.73;5;Niveau 5;FALSE;
41.735;41.73;5;Niveau 5;FALSE;
41.74;41.7;4;Niveau 4;FALSE;
41.75;41.7;4;Niveau 4;FALSE;
41.751;41.75;5;Niveau 5;FALSE;
41.7511;41.751;6;Niveau 6;FALSE;
41.7512;41.751;6;Niveau 6;FALSE;
41.7513;41.751;6;Niveau 6;FALSE;
41.752;41.75;5;Niveau 5;FALSE;
41.7521;41.752;6;Niveau 6;FALSE;
41.7522;41.752;6;Niveau 6;FALSE;
41.76;41.7;4;Niveau 4;FALSE;
41.761;41.76;5;Niveau 5;FALSE;
41.762;41.76;5;Niveau 5;FALSE;
41.763;41.76;5;Niveau 5;FALSE;
41.764;41.76;5;Niveau 5;FALSE;
41.765;41.76;5;Niveau 5;FALSE;
41.766;41.76;5;Niveau 5;FALSE;
41.767;41.76;5;Niveau 5;FALSE;
41.77;41.7;4;Niveau 4;FALSE;
41.771;41.77;5;Niveau 5;FALSE;
41.7711;41.771;6;Niveau 6;FALSE;
41.7712;41.771;6;Niveau 6;FALSE;
41.7713;41.771;6;Niveau 6;FALSE;
41.7714;41.771;6;Niveau 6;FALSE;
41.7715;41.771;6;Niveau 6;FALSE;
41.772;41.77;5;Niveau 5;FALSE;
41.773;41.77;5;Niveau 5;FALSE;
41.774;41.77;5;Niveau 5;FALSE;
41.775;41.77;5;Niveau 5;FALSE;
41.78;41.7;4;Niveau 4;FALSE;
41.781;41.78;5;Niveau 5;FALSE;
41.782;41.78;5;Niveau 5;FALSE;
41.79;41.7;4;Niveau 4;FALSE;
41.791;41.79;5;Niveau 5;FALSE;
41.792;41.79;5;Niveau 5;FALSE;
41.8;41;3;Niveau 3;TRUE;Forêts de Charmes houblon, de Charmes orientaux et thermophiles mixtes
41.81;41.8;4;Niveau 4;TRUE;Bois de Charmes houblon
41.811;41.81;5;Niveau 5;TRUE;Bois de Charmes houblon méso-méditerranéens
41.812;41.81;5;Niveau 5;TRUE;Bois de Charmes houblon supra-méditerranéens
41.813;41.81;5;Niveau 5;TRUE;Bois de Charmes houblon montagnards
41.82;41.8;4;Niveau 4;FALSE;
41.83;41.8;4;Niveau 4;FALSE;
41.831;41.83;5;Niveau 5;FALSE;
41.832;41.83;5;Niveau 5;FALSE;
41.84;41.8;4;Niveau 4;TRUE;Bois de Tilleuls méditerranéens
41.85;41.8;4;Niveau 4;TRUE;Micocoulaies
41.86;41.8;4;Niveau 4;TRUE;Bois de Frênes thermophiles
41.861;41.86;5;Niveau 5;FALSE;
41.862;41.86;5;Niveau 5;FALSE;
41.863;41.86;5;Niveau 5;FALSE;
41.87;41.8;4;Niveau 4;FALSE;
41.9;41;3;Niveau 3;TRUE;Bois de Châtaigniers
41.A;41;3;Niveau 3;TRUE;Bois de Charmes
41.B;41;3;Niveau 3;TRUE;Bois de Bouleaux
41.B1;41.B;4;Niveau 4;TRUE;Bois de bouleaux de plaine et colline
41.B11;41.B1;5;Niveau 5;TRUE;Bois de Bouleaux humides
41.B111;41.B11;6;Niveau 6;TRUE;Bois de Bouleaux humides septentrionaux
41.B112;41.B11;6;Niveau 6;TRUE;Bois de Bouleaux humides aquitano-ligériens
41.B12;41.B1;5;Niveau 5;TRUE;Bois de Bouleaux secs acidiphiles médio-européens
41.B13;41.B1;5;Niveau 5;FALSE;
41.B14;41.B1;5;Niveau 5;FALSE;
41.B15;41.B1;5;Niveau 5;FALSE;
41.B16;41.B1;5;Niveau 5;TRUE;Bois de Bouleaux de dunes
41.B2;41.B;4;Niveau 4;FALSE;
41.B3;41.B;4;Niveau 4;TRUE;Bois de Bouleaux montagnards et subalpins
41.B31;41.B3;5;Niveau 5;TRUE;Bois de Bouleaux en limite forestière dans les Alpes
41.B32;41.B3;5;Niveau 5;TRUE;Massifs forestiers de Bouleaux
41.B33;41.B3;5;Niveau 5;TRUE;Bois de Bouleaux pyrénéens
41.B34;41.B3;5;Niveau 5;FALSE;
41.B35;41.B3;5;Niveau 5;FALSE;
41.B4;41.B;4;Niveau 4;TRUE;Bois de Bouleaux corses
41.B5;41.B;4;Niveau 4;FALSE;
41.B51;41.B5;5;Niveau 5;FALSE;
41.B52;41.B5;5;Niveau 5;FALSE;
41.B53;41.B5;5;Niveau 5;FALSE;
41.B6;41.B;4;Niveau 4;FALSE;
41.C;41;3;Niveau 3;TRUE;Aulnaies
41.C1;41.C;4;Niveau 4;TRUE;Bois d' Alnus cordata
41.C2;41.C;4;Niveau 4;TRUE;Bois d'Alnus glutinosa
41.D;41;3;Niveau 3;TRUE;Bois de Trembles
41.D1;41.D;4;Niveau 4;TRUE;Bois de Trembles intra-alpins
41.D2;41.D;4;Niveau 4;TRUE;Bois de Trembles de plaine
41.D3;41.D;4;Niveau 4;TRUE;Stations de Trembles montagnardes
41.D4;41.D;4;Niveau 4;TRUE;Stations de Trembles supra-méditerranéennes
41.E;41;3;Niveau 3;TRUE;Bois de Sorbiers sauvages
41.F;41;3;Niveau 3;TRUE;Bois d'Ormes
41.F1;41.F;4;Niveau 4;TRUE;Bois d'Ormes à petites feuilles
41.F11;41.F1;5;Niveau 5;TRUE;Bois d'Ormes à Violette odorante
41.F12;41.F1;5;Niveau 5;TRUE;Bois d'Ormes thermo-atlantiques
41.F13;41.F1;5;Niveau 5;FALSE;
41.F2;41.F;4;Niveau 4;TRUE;Bois d'Ormes blancs et d'Ormes diffus
41.G;41;3;Niveau 3;TRUE;Bois de Tilleuls
41.H;41;3;Niveau 3;TRUE;Autres bois caducifoliés
42;4;2;Niveau 2;TRUE;Forêts de conifères
42.1;42;3;Niveau 3;TRUE;Sapinières
42.11;42.1;4;Niveau 4;TRUE;Sapinières neutrophiles
42.111;42.11;5;Niveau 5;TRUE;Sapinières neutrophiles intra-alpines
42.1111;42.111;6;Niveau 6;TRUE;Sapinières à Oxalis
42.1112;42.111;6;Niveau 6;TRUE;Sapinières à hautes herbes
42.1113;42.111;6;Niveau 6;TRUE;Sapinières à Trochiscanthes
42.112;42.11;5;Niveau 5;TRUE;Sapinières neutrophiles de la zone du Hêtre
42.113;42.11;5;Niveau 5;TRUE;Sapinières intra-pyrénéennes
42.12;42.1;4;Niveau 4;TRUE;Sapinières calciphiles
42.121;42.12;5;Niveau 5;TRUE;Sapinières calcicoles intra-alpines
42.122;42.12;5;Niveau 5;TRUE;Sapinières calcicoles de la zone du Hêtre
42.123;42.12;5;Niveau 5;FALSE;
42.13;42.1;4;Niveau 4;TRUE;Sapinières acidiphiles
42.131;42.13;5;Niveau 5;TRUE;Sapinières acidiphiles intra-alpines
42.132;42.13;5;Niveau 5;TRUE;Sapinières acidiphiles de la zone du Hêtre
42.133;42.13;5;Niveau 5;TRUE;Sapinières à Rhododendron
42.1331;42.133;6;Niveau 6;TRUE;Sapinières pyrénéennes à Rhododendron
42.1332;42.133;6;Niveau 6;TRUE;Sapinières alpiennes à Rhododendron
42.1333;42.133;6;Niveau 6;TRUE;Sapinières à Rhododendron sur rocailles
42.14;42.1;4;Niveau 4;TRUE;Sapinières corses
42.15;42.1;4;Niveau 4;FALSE;
42.16;42.1;4;Niveau 4;FALSE;
42.17;42.1;4;Niveau 4;FALSE;
42.18;42.1;4;Niveau 4;FALSE;
42.19;42.1;4;Niveau 4;FALSE;
42.191;42.19;5;Niveau 5;FALSE;
42.192;42.19;5;Niveau 5;FALSE;
42.1A;42.1;4;Niveau 4;FALSE;
42.1B;42.1;4;Niveau 4;TRUE;Reboisement en Sapins
42.1B1;42.1B;5;Niveau 5;TRUE;Reboisement en Abies alba
42.1B2;42.1B;5;Niveau 5;FALSE;
42.1B3;42.1B;5;Niveau 5;TRUE;Reboisement en Abies cephalonica
42.1B4;42.1B;5;Niveau 5;FALSE;
42.1B5;42.1B;5;Niveau 5;FALSE;
42.2;42;3;Niveau 3;TRUE;Pessières
42.21;42.2;4;Niveau 4;TRUE;Pessières sub-alpines des Alpes
42.211;42.21;5;Niveau 5;TRUE;Pessières à Airelle
42.212;42.21;5;Niveau 5;TRUE;Pessières subalpines à hautes herbes
42.2121;42.212;6;Niveau 6;TRUE;Pessières subalpines calcicoles à hautes herbes
42.2122;42.212;6;Niveau 6;TRUE;Pessières subalpines silicicoles à hautes herbes
42.213;42.21;5;Niveau 5;TRUE;Pessières subalpines à sphaignes
42.214;42.21;5;Niveau 5;TRUE;Pessières subalpines xérophiles
42.215;42.21;5;Niveau 5;TRUE;Pessières de stations froides
42.22;42.2;4;Niveau 4;TRUE;Pessières montagnardes des Alpes internes
42.221;42.22;5;Niveau 5;TRUE;Pessières montagnardes intra-alpines acidiphiles
42.222;42.22;5;Niveau 5;TRUE;Pessières montagnardes intra-alpines calciphiles
42.223;42.22;5;Niveau 5;TRUE;Pessières montagnardes intra-alpines xérophiles
42.224;42.22;5;Niveau 5;TRUE;Pessières montagnardes intra-alpines à hautes herbes
42.225;42.22;5;Niveau 5;TRUE;Pessières montagnardes intra-alpines à Sphaignes
42.23;42.2;4;Niveau 4;TRUE;Forêts subalpines hercyniennes
42.231;42.23;5;Niveau 5;FALSE;
42.232;42.23;5;Niveau 5;TRUE;Pessières subalpines du Harz et de l'Erzgebirge
42.24;42.2;4;Niveau 4;FALSE;
42.241;42.24;5;Niveau 5;FALSE;
42.242;42.24;5;Niveau 5;FALSE;
42.25;42.2;4;Niveau 4;TRUE;Pessières extrazonales
42.251;42.25;5;Niveau 5;TRUE;Pessières subalpines du Jura
42.252;42.25;5;Niveau 5;FALSE;
42.253;42.25;5;Niveau 5;TRUE;Pessières montagnardes à déterminisme édaphique
42.254;42.25;5;Niveau 5;TRUE;Pessières de la zone montagnarde du Hêtre
42.26;42.2;4;Niveau 4;TRUE;Reboisement d'Epicéas
42.3;42;3;Niveau 3;TRUE;Forêts de Mélèzes et d'Arolles
42.31;42.3;4;Niveau 4;TRUE;Forêts siliceuses orientales à Mélèze et Arolle
42.311;42.31;5;Niveau 5;TRUE;Forêts d'Arolles à Myrtille
42.312;42.31;5;Niveau 5;TRUE;Forêts d'Arolles à Luzules
42.313;42.31;5;Niveau 5;TRUE;Forêts de Mélèzes et d'Arolles à Rhododendron ferrugineux
42.314;42.31;5;Niveau 5;TRUE;Forêts de Mélèzes et d'Arolles à Calamagrostis
42.315;42.31;5;Niveau 5;TRUE;Forêts de Mélèze et d'Arolles à Pin mugo
42.316;42.31;5;Niveau 5;TRUE;Forêts de Mélèzes et d'Arolles avec Genévriers nains
42.317;42.31;5;Niveau 5;TRUE;Forêts de Mélèzes et d'Arolles à Aulnes verts et hautes herbes
42.318;42.31;5;Niveau 5;TRUE;Forêts de Mélèzes et d'Arolles à Lichens
42.319;42.31;5;Niveau 5;TRUE;Forêts d'Arolles à Sphaignes
42.32;42.3;4;Niveau 4;TRUE;Forêts orientales, calcicoles de Mélèzes et d'Arolles
42.321;42.32;5;Niveau 5;TRUE;Forêts d'Arolles et de Mélèzes et d'Arolles à Rhododendron cilié
42.3211;42.321;6;Niveau 6;TRUE;Forêts de Mélèzes et d'Arolles à Rhododendron cilié
42.32111;42.3211;7;Niveau 7;TRUE;Forêts de Mélèzes et d'Arolles à Pin mugo et Rhododendron cilié
42.32112;42.3211;7;Niveau 7;TRUE;Forêts de Mélèzes et d'Arolles à Aulne vert et Rhododendron cilié
42.32113;42.3211;7;Niveau 7;TRUE;Autres forêts de Mélèzes et d'Arolles à Rhododendron cilié
42.3212;42.321;6;Niveau 6;TRUE;Forêts d'Arolles à Rhododendron cilié
42.322;42.32;5;Niveau 5;TRUE;Forêts de Mélèzes sur calcaires
42.3221;42.322;6;Niveau 6;TRUE;Forêts calcicoles de Mélèzes à Rhododendron
42.3222;42.322;6;Niveau 6;TRUE;Forêts de Mélèzes calcicoles sur prairies
42.3223;42.322;6;Niveau 6;TRUE;Forêts de Mélèzes calcicoles sur éboulis
42.3224;42.322;6;Niveau 6;TRUE;Forêts calcicoles de Mélèzes et d'Epicéas sur pente abrupte
42.33;42.3;4;Niveau 4;TRUE;Forêts occidentales de Mélèzes, de Pins de montagne et d'Arolles
42.331;42.33;5;Niveau 5;TRUE;Forêts occidentales de Mélèzes et de Mélèzes et de Pins de montagne
42.3311;42.331;6;Niveau 6;TRUE;Forêts occidentales de Mélèzes et de Mélèzes et de Pins de montagne sur landes
42.3312;42.331;6;Niveau 6;TRUE;Forêts occidentales de Mélèzes et de Mélèzes et de Pins de montagne sur prairies
42.3313;42.331;6;Niveau 6;TRUE;Forêts occidentales de Mélèzes et de Mélèzes et de Pins de montagne sur hautes herbes
42.332;42.33;5;Niveau 5;TRUE;Forêts occidentales d'Arolles
42.3321;42.332;6;Niveau 6;TRUE;Forêts occidentales d'Arolles sur silice
42.3322;42.332;6;Niveau 6;TRUE;Forêts occidentales d'Arolles à Genévriers nains
42.3323;42.332;6;Niveau 6;TRUE;Forêts occidentales calcicoles d'Arolles
42.34;42.3;4;Niveau 4;TRUE;Formations secondaire de Mélèzes
42.4;42;3;Niveau 3;TRUE;Forêts de Pins de montagne
42.41;42.4;4;Niveau 4;TRUE;Forêts de Pins de montagne à Rhododendron ferrugineux
42.411;42.41;5;Niveau 5;TRUE;Forêts de Pins de montagne à Rhododendron des Alpes externes
42.412;42.41;5;Niveau 5;TRUE;Forêts de Pins de montagne à Rhododendron du Jura
42.413;42.41;5;Niveau 5;TRUE;Forêts pyrénéennes de Pins de montagne à Rhododendron
42.42;42.4;4;Niveau 4;TRUE;Forêts de Pins de montagne xéroclines
42.421;42.42;5;Niveau 5;TRUE;Forêts de Pins de montagne des Alpes internes
42.4211;42.421;6;Niveau 6;TRUE;Forêts de Pins de montagne à laîche humble
42.4212;42.421;6;Niveau 6;TRUE;Forêts de Pins de montagne à Erica herbacea
42.4213;42.421;6;Niveau 6;TRUE;Forêts de Pins de montagne à Silène rupestre
42.4214;42.421;6;Niveau 6;TRUE;Forêts de Pins de montagne sur amphilobites
42.4215;42.421;6;Niveau 6;TRUE;Forêts de Pins de montagne à Ononis
42.42151;42.4215;7;Niveau 7;TRUE;Forêts de Pins de montagne à Ononis d'adret
42.42152;42.4215;7;Niveau 7;TRUE;Forêts de Pins de montagne à Ononis d'ubac
42.422;42.42;5;Niveau 5;TRUE;Forêts externes de Pins de montagne à Raisin d'Ours et Genévriers
42.4221;42.422;6;Niveau 6;TRUE;Forêts externes xérophiles de Pins de montagne
42.4222;42.422;6;Niveau 6;TRUE;Forêts de Pins de montagne à Vaccinium
42.4223;42.422;6;Niveau 6;TRUE;Forêts abyssales de Pins de montagne
42.423;42.42;5;Niveau 5;TRUE;Forêts de Pins de montagne du Ventoux
42.424;42.42;5;Niveau 5;TRUE;Forêts de Pins de montagne des soulanes pyrénéennes
42.4241;42.424;6;Niveau 6;TRUE;Forêts de Pins de montagne à Véronique
42.4242;42.424;6;Niveau 6;TRUE;Forêts pyrénéennes de Pins de montagne à Raisin d'Ours
42.425;42.42;5;Niveau 5;TRUE;Forêts de Pins de montagne à Pulsatille
42.426;42.42;5;Niveau 5;FALSE;
42.4261;42.426;6;Niveau 6;FALSE;
42.4262;42.426;6;Niveau 6;FALSE;
