CD_EUNIS;CD_EUNIS_SUP;LEVEL;LB_LEVEL;France_av;FRANCE;LB_EUNIS_FR;DESCRIPTION_FR;label
G2.113;G2.11;5;Niveau 5;FALSE;FALSE;;;Northwestern Iberian [Quercus suber] woodland
G2.114;G2.11;5;Niveau 5;TRUE;TRUE;Chênaies à [Quercus suber] aquitaniennes;Peuplements isolées à [Quercus suber] dominant, se rencontrant soit comme faciès des pinèdes à Chêne-liège dunaires, soit dans une aire très limitée de l'est des Landes.;Aquitanian [Quercus suber] woodland
G2.12;G2.1;4;Niveau 4;TRUE;TRUE;Chênaies à [Quercus ilex];Forêts dominées par [Quercus ilex] ou [Quercus rotundifolia], souvent, mais pas nécessairement, calcicoles.;[Quercus ilex] woodland
G2.121;G2.12;5;Niveau 5;TRUE;TRUE;Chênaies à [Quercus ilex] mésoméditerranéennes;Riches forêts mésoméditerranéennes de [Quercus ilex], pénétrant localement, surtout dans les ravins, jusque dans la zone thermoméditerranéenne. Elles sont souvent dégradées en matorrals arborescents (unité F5.11), et quelques-uns des types répertoriés ci-dessous n'existent plus sous forme forestière entièrement développée susceptible d'être rattachée à la catégorie G2. Elles ont néanmoins été incluses pour fournir des codes appropriés utilisables sous F5.11, et parce qu'une restauration peut s’avérer possible.;Meso-Mediterranean [Quercus ilex] forests
G2.121A;G2.121;6;Niveau 6;TRUE;FALSE;;;Southern Italian holm-oak forests
G2.121B;G2.121;6;Niveau 6;TRUE;FALSE;;;Pantellerian and Maltese holm-oak woodland
G2.121C;G2.121;6;Niveau 6;TRUE;FALSE;;;Greek holm-oak woodland
G2.121D;G2.121;6;Niveau 6;FALSE;FALSE;;;Cretan holm-oak woodland
G2.1211;G2.121;6;Niveau 6;TRUE;TRUE;Chênaies à Chêne vert ibériques nord-occidentales;Forêts de [Quercus ilex] accompagnées d’un sous-bois exubérant composé de petits arbres, d'arbustes et de lianes méditerranéens et souvent lauriphylles, comprenant [Laurus nobilis], [Rhamnus alaternus], [Arbutus unedo], [Phillyrea media], [Rosa sempervirens], [Rubia peregrina], [Smilax aspera], [Hedera helix]. Elles sont souvent bien conservées sur les versants abrupts des montagnes calcaires s'élevant au-dessus de la côte méridionale du golfe de Gascogne.;Northwestern Iberian holm-oak forests
G2.1212;G2.121;6;Niveau 6;TRUE;TRUE;Chênaies à Chêne vert des plaines catalano-provençales;Formations de [Quercus ilex] de l’étage méso-méditerranéen inférieur de la Catalogne, du Languedoc, de Provence et des plaines d’Italie tyrrhénienne. Elles sont riches en arbustes et lianes lauriphylles et sclérophylles, en particulier [Viburnum tinus], [Arbutus unedo], [Smilax aspera], [Phillyrea latifolia], [Ruscus aculeatus], [Rubia peregrina]. Elles sont généralement dégradées en matorral arborescent. Les quelques peuplements de Chênes verts à canopée de type forestier qui subsistent sont généralement très perturbées par une utilisation anthropique intensive.;Catalo-Provençal lowland holm-oak woodland
G2.1213;G2.121;6;Niveau 6;FALSE;TRUE;Chênaies à Chêne vert des collines catalano-provençales;Formations humides de [Quercus ilex] de l’étage méso-méditerranéen supérieur, de Montseny, de Valles, de Montserrat, de Prades, des Ports de Beseit, des Pyrénées orientales, du haut Languedoc, des Cévennes, de la haute Provence et des Alpes sud-occidentales. Ces forêts présentent une strate inférieure pauvre en arbustes, surtout celles ayant des affinités eu-méditerranéennes, et plus riche en espèces herbacées souvent acidoclines caractéristiques des forêts de Chênes caducifoliés supraméditerranéennes. Des peuplements bien développés à caractère pleinement forestier existent en plusieurs endroits sur les versants des collines bien arrosées, en particulier la canopée haute et dense de Montseny. Des formations plus éparses et plus basses colonisent de nombreuses collines rocailleuses dans tout l'arc mésoméditerranéen supérieur du bassin du Golfe du Lion montant localement jusqu’à l’étage supraméditerranéen.;Catalo-Provencal hill holm-oak forest
G2.1214;G2.121;6;Niveau 6;FALSE;FALSE;;;Balearic holm-oak forests
G2.1215;G2.121;6;Niveau 6;TRUE;TRUE;Chênaies à Chêne vert des plaines corses;Formations de [Quercus ilex] de l'étage mésoméditerranéen inférieur de Corse, avec [Viburnum tinus], [Erica arborea], [Lonicera implexa], [Phillyrea angustifolia], [Clematis flammula], [Smilax aspera], [Rubia peregrina]. Elles sont généralement dégradées en matorrals arborescents ou en taillis denses mais comprennent cependant encore quelques fragments forestiers mieux préservés, surtout au-dessus de 400 m d'altitude.;Corsican lowland holm-oak woodland
G2.1216;G2.121;6;Niveau 6;FALSE;TRUE;Chênaies à Chêne vert des collines corses;Formations de [Quercus ilex] de l'étage mésoméditerranéen supérieur (500-600 m à 1100-1200 m) corse, avec [Arbutus unedo], [Erica arborea], [Viburnum tinus], [Ilex aquifolium], [Daphne laureola], [Teucrium scorodonia], [Helleborus lividus], [Cyclamen repandum], [Sanicula europaea], [Melica uniflora]. Elles sont souvent installées sur des pentes abruptes, et comprennent plutôt davantage de peuplements à caractéristiques forestières que les formations des plaines.;Corsican hill holm-oak woodland
G2.1217;G2.121;6;Niveau 6;FALSE;FALSE;;;Sardinian holm-oak forests
G2.1218;G2.121;6;Niveau 6;FALSE;FALSE;;;Northern and central Italian holm-oak forests
G2.1219;G2.121;6;Niveau 6;FALSE;FALSE;;;Illyrian holm-oak woodland
G2.122;G2.12;5;Niveau 5;TRUE;TRUE;Chênaies à [Quercus ilex] supraméditerranéennes;Forêts de [Quercus ilex] des étages supraméditerranéens des collines et des montagnes adriatiques et de la Méditerranée nord-occidentale, souvent mêlées de Chênes caducifoliés, d’espèces du genre [Acer] ou d’[Ostrya carpinifolia].;Supra-Mediterranean [Quercus ilex] forests
G2.123;G2.12;5;Niveau 5;TRUE;TRUE;Chênaies à [Quercus ilex] aquitaniennes;Peuplements isolées à [Quercus ilex] dominant apparaissant comme faciès des pinèdes dunaires à Chêne vert.;Aquitanian [Quercus ilex] woodland
G2.124;G2.12;5;Niveau 5;FALSE;FALSE;;;[Quercus rotundifolia] woodland
G2.1241;G2.124;6;Niveau 6;FALSE;FALSE;;;Continental [Quercus rotundifolia] woodland
G2.12411;G2.1241;7;Niveau 7;FALSE;FALSE;;;Meso-Mediterranean continental encinares
G2.12412;G2.1241;7;Niveau 7;FALSE;FALSE;;;Supra-Mediterranean Iberian continental encinares
G2.12413;G2.1241;7;Niveau 7;FALSE;FALSE;;;Northern supra-Mediterranean continental encinares
G2.12414;G2.1241;7;Niveau 7;FALSE;FALSE;;;Oro-Cantabrian encinares
G2.1242;G2.124;6;Niveau 6;FALSE;FALSE;;;Western [Quercus rotundifolia] woodland
G2.12421;G2.1242;7;Niveau 7;FALSE;FALSE;;;Luso-Extremaduran encinares
G2.12422;G2.1242;7;Niveau 7;FALSE;FALSE;;;Castilian encinares
G2.12423;G2.1242;7;Niveau 7;FALSE;FALSE;;;Cordilleran encinares
G2.12424;G2.1242;7;Niveau 7;FALSE;FALSE;;;Villuercan encinares
G2.1243;G2.124;6;Niveau 6;FALSE;FALSE;;;Andalusian [Quercus rotundifolia] woodland
G2.12431;G2.1243;7;Niveau 7;FALSE;FALSE;;;Meso-Mediterranean basophilous Andalusian encinares
G2.12432;G2.1243;7;Niveau 7;FALSE;FALSE;;;Supra-Mediterranean basophilous Andalusian encinares
G2.12433;G2.1243;7;Niveau 7;FALSE;FALSE;;;Silicicolous Andalusian encinares
G2.1244;G2.124;6;Niveau 6;FALSE;FALSE;;;Southwestern [Quercus rotundifolia] woodland
G2.12441;G2.1244;7;Niveau 7;FALSE;FALSE;;;Basophilous southwestern encinares
G2.12442;G2.1244;7;Niveau 7;FALSE;FALSE;;;Silicicolous southwestern encinares
G2.1245;G2.124;6;Niveau 6;FALSE;FALSE;;;Valencian [Quercus rotundifolia] woodland
G2.1246;G2.124;6;Niveau 6;FALSE;FALSE;;;Balearic [Quercus rotundifolia] woodland
G2.13;G2.1;4;Niveau 4;FALSE;FALSE;;;[Quercus coccifera] and [Quercus alnifolia] woodland
G2.131;G2.13;5;Niveau 5;FALSE;FALSE;;;Greek [Quercus coccifera] forests
G2.132;G2.13;5;Niveau 5;FALSE;FALSE;;;Italian [Quercus coccifera] woodland
G2.133;G2.13;5;Niveau 5;FALSE;FALSE;;;Portuguese [Quercus coccifera] forest
G2.134;G2.13;5;Niveau 5;FALSE;FALSE;;;Cyprian [Quercus coccifera] forest
G2.135;G2.13;5;Niveau 5;FALSE;FALSE;;;Anatolian [Quercus coccifera] forest
G2.136;G2.13;5;Niveau 5;FALSE;FALSE;;;Cyprian [Quercus alnifolia] forests
G2.2;G2;3;Niveau 3;TRUE;TRUE;Forêts eurasiennes sclérophylles continentales;Forêts mixtes sempervirentes lauriphylles et lauriphylles-xérophylles des zones humides chaudes et tempérées du continent eurasien et des îles de la plate-forme continentale, et d’enclaves humides à l’intérieur des zones méditerranéennes. Les forêts lauriphylles des archipels macaronésiens sont répertoriées séparément sous G2.3.;Eurasian continental sclerophyllous woodland
G2.21;G2.2;4;Niveau 4;TRUE;TRUE;Boisements méditerranéo-atlantiques à [Quercus] et [Laurus];Faciès à [Laurus nobilis] des forêts de Chêne sempervirent dominant, caractéristiques des zones humides chaudes et tempérées du littoral sud-atlantique du continent européen et d’enclaves microclimatiques humides de la région méditerranéenne, notamment des côtes des Asturies (voir G2.1211), d’Andalousie, d’Istrie et de la côte dalmate.;Mediterraneo-Atlantic [Laurus] - [Quercus] woodland
G2.22;G2.2;4;Niveau 4;FALSE;FALSE;;;Ponto-Hyrcanian sclerophyllous forests
G2.3;G2;3;Niveau 3;FALSE;FALSE;;;Macaronesian [Laurus] woodland
G2.31;G2.3;4;Niveau 4;FALSE;FALSE;;;Azorean laurisilvas
G2.32;G2.3;4;Niveau 4;FALSE;FALSE;;;Madeiran laurisilvas
G2.33;G2.3;4;Niveau 4;FALSE;FALSE;;;Canary Island laurisilvas
G2.331;G2.33;5;Niveau 5;FALSE;FALSE;;;Laurisilvas of La Gomera
G2.332;G2.33;5;Niveau 5;FALSE;FALSE;;;Laurisilvas of Tenerife
G2.333;G2.33;5;Niveau 5;FALSE;FALSE;;;Laurisilvas of La Palma
G2.334;G2.33;5;Niveau 5;FALSE;FALSE;;;Laurisilvas of Hierro
G2.335;G2.33;5;Niveau 5;FALSE;FALSE;;;Laurisilvas of Gran Canaria
G2.4;G2;3;Niveau 3;TRUE;TRUE;Boisements à [Ceratonia siliqua] et [Olea europea];Bois thermoméditerranéens ou thermocanariens dominés par [Olea europaea var. sylvestris] arborescent, [Ceratonia siliqua], [Pistacia lentiscus], [Myrtus communis] ou, aux Canaries, par [Olea europaea ssp. cerasiformis] et [Pistacia atlantica]. La plupart des formations seront répertoriées comme des matorrals arborescents (F5.1), mais quelques stations peuvent avoir une canopée suffisamment élevée et fermée pour être classées dans cette unité.;[Olea europaea] - [Ceratonia siliqua] woodland
G2.41;G2.4;4;Niveau 4;TRUE;TRUE;Bois d’[Olea europea] sauvage;Formations dominées par [Olea europaea var. sylvestris]. Une forêt climacique d’Oliviers, avec [Ceratonia siliqua] et [Pistacia lentiscus], existe sur le versant septentrional du Djebel Ichkeul au nord de la Tunisie. Ailleurs, les communautés ressemblant le plus aux forêts d’Oliviers se trouvent dans le sud de l’Andalousie ([Tamo communis]-[Oleetum sylvestris], éteint ?), à Minorque ([Prasio majoris]-[Oleetum sylvestris]), en Sardaigne, en Sicile, en Calabre, en Crète.;Wild [Olea europaea] woodland
G2.42;G2.4;4;Niveau 4;TRUE;TRUE;Bois de [Ceratonia siliqua];Formations dominées par [Ceratonia siliqua], souvent avec [Olea europae var. sylvestris] et [Pistacia lentiscus]. Les exemples les plus développés, dont certains ayant vraiment l’aspect d’une forêt, se trouvent en Tunisie, sur les pentes du Djebel Ichkeul, où ils constituent un faciès à Caroubier dominant de l’unité précédente. On les trouve également à Majorque ([Cneoro tricocci-Ceratonietum siliquae]), à l’est de la Sardaigne, en Sicile sud-orientale, dans les Pouilles, en Crète, dans le nord-est de l’Algérie, en Cyrénaïque.;[Ceratonia siliqua] woodland
G2.43;G2.4;4;Niveau 4;FALSE;FALSE;;;Canary Island [Olea europaea] woodland
G2.5;G2;3;Niveau 3;FALSE;FALSE;;;[Phoenix] groves
G2.51;G2.5;4;Niveau 4;FALSE;FALSE;;;Cretan [Phoenix theophrasti] groves
G2.52;G2.5;4;Niveau 4;FALSE;FALSE;;;Canary Island [Phoenix canariensis] groves
G2.53;G2.5;4;Niveau 4;FALSE;FALSE;;;Anatolian [Phoenix theophrasti] groves
G2.6;G2;3;Niveau 3;TRUE;TRUE;Bois d’[Ilex aquifolium];Bois dominés par [Ilex aquifolium] haut et arborescent. Ils apparaissent à l’étage supraméditerranéen de Sardaigne et de Corse et dans les montagnes atlantiques de l’Espagne nord-occidentale, constituant généralement un faciès des forêts relictes à If et à Houx (G3.9). Il en existe aussi quelques exemples dans la zone némorale d’Europe occidentale, comme faciès des hêtraies de l’unité G1.6 ou des chênaies acidophiles de l’unité G1.8.;[Ilex aquifolium] woods
G2.7;G2;3;Niveau 3;FALSE;FALSE;;;Canary Island heath woodland
G2.71;G2.7;4;Niveau 4;FALSE;FALSE;;;Canary Island fayal-brezal
G2.72;G2.7;4;Niveau 4;FALSE;FALSE;;;[Visnea] - [Arbutus] forests
G2.73;G2.7;4;Niveau 4;FALSE;FALSE;;;Hierran fayal
G2.8;G2;3;Niveau 3;TRUE;TRUE;Plantations forestières très artificielles de feuillus sempervirents;Formations de feuillus sempervirents plantés pour la production de bois, composées d’espèces exotiques, d’espèces indigènes hors de leur aire de répartition naturelle, ou d’espèces indigènes plantées dans des conditions artificielles évidentes, souvent en monoculture.;Highly artificial broadleaved evergreen forestry plantations
G2.81;G2.8;4;Niveau 4;TRUE;TRUE;Plantations d’[Eucalyptus];Plantations d’arbres du genre australien [Eucalyptus], en particulier, [Eucalyptus globulus], [Eucalyptus camaldulensis], [Eucalyptus cladocalyx], [Eucalyptus delegatensis], [Eucalyptus nitens], [Eucalyptus radiata], [Eucalyptus astringens], [Eucalyptus bicostata], [Eucalyptus brockwayi], [Eucalyptus regnans], [Eucalyptus gomphocephala], [Eucalyptus grandis], [Eucalyptus maidenii], [Eucalyptus cornuta], [Eucalyptus fastigata], [Eucalyptus pauciflora], [Eucalyptus viminalis]. Ces plantations n’hébergent guère la diversité biologique indigène et représentent des déserts biologiques pour ce qui est de la faune.;[Eucalyptus] plantations
G2.82;G2.8;4;Niveau 4;TRUE;TRUE;Plantations de [Quercus] exotiques sempervirents;Formations d’arbres sempervirents du genre [Quercus], plantées le plus souvent pour la production de bois, composées d’espèces exotiques ou d’espèces paléarctiques se trouvant hors de leur aire de répartition naturelle.;Evergreen exotic [Quercus] plantations
G2.83;G2.8;4;Niveau 4;TRUE;TRUE;Autres plantations de feuillus sempervirents;Formations cultivées d'arbres feuillus sempervirents appartenant à des genres autres qu’[Eucalyptus], plantées pour la production de bois, composées d'espèces exotiques ou d'espèces indigènes hors de leur aire de répartition naturelle, ou d'espèces indigènes plantées dans des conditions artificielles avec un cortège accompagnateur considérablement modifié.;Other evergreen broadleaved tree plantations
G2.9;G2;3;Niveau 3;FALSE;TRUE;Vergers et bosquets sempervirents;En Europe ce sont principalement des vergers d’oliviers et d’agrumes.;Evergreen orchards and groves
G2.91;G2.9;4;Niveau 4;TRUE;TRUE;Oliveraies à [Olea europaea];Formations méditerranéennes d’[Olea europaea var. europaea].;[Olea europaea] groves
G2.92;G2.9;4;Niveau 4;TRUE;TRUE;Vergers d’agrumes;Terrains plantés de feuillus sempervirents à agrumes.;Citrus orchards
G2.93;G2.9;4;Niveau 4;FALSE;FALSE;;;[Phoenix] plantations
G2.94;G2.9;4;Niveau 4;TRUE;TRUE;Autres vergers sempervirents;Terrains plantés d’arbres sempervirents autres que ceux des unités G2.91-G2.93, cultivés pour leurs fruits, leurs feuilles ou leurs fleurs.;Other evergreen orchards
G3;G;2;Niveau 2;TRUE;TRUE;Forêts de conifères;Boisements, forêts et plantations dominés par des conifères, pour la plupart sempervirents, ([Abies], [Cedrus], [Picea], [Pinus], [Taxus], Cupressaceae), mais aussi caducifoliés [Larix]. Cette unité exclut les forêts mixtes (G4) où la proportion d’arbres feuillus dépasse 25%.;Coniferous woodland
G3.A;G3;3;Niveau 3;TRUE;FALSE;;;[Picea] taiga woodland
G3.A1;G3.A;4;Niveau 4;TRUE;FALSE;;;[Vaccinium myrtillus] western [Picea] taiga
G3.A11;G3.A1;5;Niveau 5;TRUE;FALSE;;;Subcontinental bilberry western spruce taiga
G3.A12;G3.A1;5;Niveau 5;TRUE;FALSE;;;Suboceanic bilberry western spruce taiga
G3.A13;G3.A1;5;Niveau 5;TRUE;FALSE;;;Continental bilberry western spruce taiga
G3.A14;G3.A1;5;Niveau 5;TRUE;FALSE;;;Boreo-nemoral bilberry western spruce taiga
G3.A2;G3.A;4;Niveau 4;TRUE;FALSE;;;Fern western [Picea] taiga
G3.A21;G3.A2;5;Niveau 5;TRUE;FALSE;;;Small fern western spruce taiga
G3.A211;G3.A21;6;Niveau 6;TRUE;FALSE;;;Subcontinental small fern western spruce taiga
G3.A212;G3.A21;6;Niveau 6;TRUE;FALSE;;;Suboceanic small fern western spruce taiga
G3.A213;G3.A21;6;Niveau 6;FALSE;FALSE;;;Continental small fern western spruce taiga
G3.A22;G3.A2;5;Niveau 5;FALSE;FALSE;;;Tall fern western spruce taiga
G3.A3;G3.A;4;Niveau 4;FALSE;FALSE;;;Small-herb western [Picea] taiga
G3.A31;G3.A3;5;Niveau 5;FALSE;FALSE;;;Subcontinental small-herb western spruce taiga
G3.A32;G3.A3;5;Niveau 5;TRUE;FALSE;;;Suboceanic small-herb western spruce taiga
G3.A33;G3.A3;5;Niveau 5;FALSE;FALSE;;;Continental small-herb western spruce taiga
G3.A34;G3.A3;5;Niveau 5;TRUE;FALSE;;;Boreo-nemoral small-herb western spruce taiga
G3.A4;G3.A;4;Niveau 4;TRUE;FALSE;;;Tall-herb western [Picea] taiga
G3.A41;G3.A4;5;Niveau 5;TRUE;FALSE;;;Northern subcontinental tall-herb spruce taiga
G3.A42;G3.A4;5;Niveau 5;FALSE;FALSE;;;Southern subcontinental tall-herb spruce taiga
G3.A43;G3.A4;5;Niveau 5;FALSE;FALSE;;;Oceanic tall-herb birch-spruce taiga
G3.A44;G3.A4;5;Niveau 5;TRUE;FALSE;;;Continental tall-herb western spruce taiga
G3.A5;G3.A;4;Niveau 4;TRUE;FALSE;;;Pretundra [Picea obovata] taiga
G3.B;G3;3;Niveau 3;TRUE;FALSE;;;[Pinus] taiga woodland
G3.B1;G3.B;4;Niveau 4;TRUE;FALSE;;;[Calluna vulgaris] - [Empetrum] western taiga
G3.B11;G3.B1;5;Niveau 5;FALSE;FALSE;;;Ling-crowberry birch-spruce-pine taiga
G3.B12;G3.B1;5;Niveau 5;FALSE;FALSE;;;Barbilophozia birch-pine taiga
G3.B13;G3.B1;5;Niveau 5;TRUE;FALSE;;;Oceanic Bazzania pine taiga
G3.B2;G3.B;4;Niveau 4;TRUE;FALSE;;;[Vaccinium vitis-idaea] [Pinus] and [Picea] - [Pinus] taiga
G3.B3;G3.B;4;Niveau 4;TRUE;FALSE;;;Herb-rich and grassy pine taiga
G3.B4;G3.B;4;Niveau 4;TRUE;FALSE;;;Lichen [Pinus] taiga
G3.B41;G3.B4;5;Niveau 5;FALSE;FALSE;;;Maritime lichen pine taiga
G3.B42;G3.B4;5;Niveau 5;TRUE;FALSE;;;Southern boreal continental lichen pine taiga
G3.B43;G3.B4;5;Niveau 5;TRUE;FALSE;;;Northern boreal lichen pine taiga
G3.B44;G3.B4;5;Niveau 5;FALSE;FALSE;;;Boreal rock-outcrop pine woodland
G3.C;G3;3;Niveau 3;FALSE;FALSE;;;[Larix] taiga woodland
G3.C1;G3.C;4;Niveau 4;FALSE;FALSE;;;[Larix russica] taiga
G3.D;G3;3;Niveau 3;FALSE;FALSE;;;Boreal bog conifer woodland
G3.D1;G3.D;4;Niveau 4;FALSE;FALSE;;;Boreal [Pinus sylvestris] bog woods
G3.D11;G3.D1;5;Niveau 5;FALSE;FALSE;;;Boreal Labrador tea Scots pine bog woods
G3.D12;G3.D1;5;Niveau 5;FALSE;FALSE;;;Boreal heath Scots pine bog woods
G3.D121;G3.D12;6;Niveau 6;FALSE;FALSE;;;Boreal ling Scots pine bog woods
G3.D122;G3.D12;6;Niveau 6;FALSE;FALSE;;;Boreal cowberry Scots pine bog woods
G3.D123;G3.D12;6;Niveau 6;FALSE;FALSE;;;Boreal bog rosemary Scots pine bog woods
G3.D13;G3.D1;5;Niveau 5;FALSE;FALSE;;;Boreal cottonsedge Scots pine bog woods
G3.D2;G3.D;4;Niveau 4;FALSE;FALSE;;;Boreal sphagnum [Pinus sylvestris] fen woods
G3.D21;G3.D2;5;Niveau 5;FALSE;FALSE;;;Boreal globe sedge Scots pine fen woods
G3.D22;G3.D2;5;Niveau 5;FALSE;FALSE;;;Boreal dwarf scrub Scots pine fen woods
G3.D222;G3.D22;6;Niveau 6;FALSE;FALSE;;;Boreal leatherleaf Scots pine fen woods
G3.D223;G3.D22;6;Niveau 6;FALSE;FALSE;;;Boreal bog bilberry Scots pine fen woods
G3.D23;G3.D2;5;Niveau 5;FALSE;FALSE;;;Boreal neutrocline sphagnum Scots pine fen woods
G3.D3;G3.D;4;Niveau 4;FALSE;FALSE;;;Boreal brown moss [Pinus sylvestris] fen woods
G3.D4;G3.D;4;Niveau 4;FALSE;FALSE;;;Boreal [Picea] and [Picea] - [Betula] fen and bog woods
G3.D41;G3.D4;5;Niveau 5;FALSE;FALSE;;;Boreal acidophile sphagnum spruce woods
G3.D42;G3.D4;5;Niveau 5;TRUE;FALSE;;;Boreal neutrocline sphagnum spruce woods
G3.D43;G3.D4;5;Niveau 5;TRUE;FALSE;;;Boreal brown moss spruce fen woods
G3.D5;G3.D;4;Niveau 4;TRUE;FALSE;;;Boreal [Picea] swamp woods
G3.D51;G3.D5;5;Niveau 5;TRUE;FALSE;;;Boreal fern spruce swamp woods
G3.D52;G3.D5;5;Niveau 5;TRUE;FALSE;;;Boreal tall-herb spruce swamp woods
G3.D53;G3.D5;5;Niveau 5;TRUE;FALSE;;;Boreal sedge-sphagnum spruce swamp woods
G3.D54;G3.D5;5;Niveau 5;TRUE;FALSE;;;Boreal heath-horsetail spruce swamp woods
G3.D541;G3.D54;6;Niveau 6;TRUE;FALSE;;;Boreal northern bilberry spruce swamp woods
G3.D542;G3.D54;6;Niveau 6;FALSE;FALSE;;;Boreal cloudberry spruce swamp woods
G3.D543;G3.D54;6;Niveau 6;FALSE;FALSE;;;Boreal horsetail spruce swamp woods
G3.E;G3;3;Niveau 3;FALSE;TRUE;Forêts de conifères tourbeuses némorales;Bois de [Pinus] spp. ou [Picea] spp., parfois mélangés à [Betula pubescens], colonisant les tourbières hautes et les bas-marais de la zone némorale. Les bois tourbeux dominés par des conifères se trouvent principalement dans la zone boréale et boréonémorale, mais s’étendent jusqu’aux zones némorale, steppique boisée et steppique.;Nemoral bog conifer woodland
G3.E1;G3.E;4;Niveau 4;FALSE;TRUE;Pinèdes tourbeuses à [Pinus mugo];Bois ou fourrés formés par des membres dressés ou prostrés du complexe de [Pinus mugo], à savoir le grand [Pinus uncinata] à tige unique, [Pinus rotundata] à tiges multiples, pouvant atteindre 8 m, et [Pinus mugo] à tiges multiples, pouvant atteindre 2 m. Elles se développent sur les buttes et les crêtes des tourbières hautes, des bas-marais acides et des tourbières de transition des Alpes, des vallées et des plateaux préalpins, du Jura, des Carpates, des grands massifs hercyniens et des collines et dépressions qui leur sont associées, avec [Eriophorum vaginatum], [Vaccinium oxycoccos], [Vaccinium uliginosum], [Vaccinium myrtillus], [Sphagnum] spp. et parfois [Betula nana].;[Pinus mugo] bog woods
G3.E2;G3.E;4;Niveau 4;FALSE;TRUE;Pinèdes tourbeuses à [Pinus sylvestris] némorales;Formations de [Pinus sylvestris] des tourbières hautes et des tourbières de transition des plaines des régions subboréales et némorales septentrionales d’Europe centrale et orientale, avec des stations isolées dans le système hercynien.;Nemoral [Pinus sylvestris] mire woods
G3.E21;G3.E2;5;Niveau 5;FALSE;FALSE;;;Northern bilberry Scots Pine mire woods
G3.E211;G3.E21;6;Niveau 6;FALSE;FALSE;;;Inland northern bilberry Scots Pine mire woods
G3.E212;G3.E21;6;Niveau 6;FALSE;FALSE;;;Coastal northern bilberry Scots Pine mire woods
G3.E22;G3.E2;5;Niveau 5;FALSE;TRUE;Pinèdes tourbeuses à Pin sylvestre hercyniennes;Formations de [Pinus sylvestris] des tourbières hautes et des tourbières de transition du système hercynien. Elles sont le mieux représentées dans le quadrilatère de Bohême, avec de rares stations excentrées plus occidentales jusqu’aux Vosges, avec [Betula pubescens], [Betula carpatica], [Frangula alnus], [Sorbus aucuparia], [Eriophorum vaginatum], [Ledum palustre], [Vaccinium uliginosum], [Vaccinium oxycoccos], [Andromeda polifolia].;Hercynian Scots pine mire woods
G3.E23;G3.E2;5;Niveau 5;FALSE;TRUE;Pinèdes tourbeuses à Pin sylvestre et Calamagrostide;Formations tourbeuses périhercyniennes de [Pinus sylvestris] avec une sous-strate pauvre en espèces, comprenant [Vaccinium myrtillus] généralement dominant, [Calamagrostis villosa], [Sphagnum girgensohnii].;Small reed Scots pine mire woods
G3.E3;G3.E;4;Niveau 4;TRUE;FALSE;;;Balkan [Pinus sylvestris] mire woods
G3.E31;G3.E3;5;Niveau 5;TRUE;FALSE;;;Illyrian Scots pine mire woods
G3.E32;G3.E3;5;Niveau 5;TRUE;FALSE;;;Moesian Scots pine mire woods
G3.E4;G3.E;4;Niveau 4;TRUE;FALSE;;;Steppe [Pinus sylvestris] mire woods
G3.E5;G3.E;4;Niveau 4;TRUE;TRUE;Pessières à Sphaignes némorales;Bois de [Picea abies] riches en Sphaignes et d’autres espèces indicatrices d’humidité, occupant des bas-marais ou des marécages à la périphérie des tourbières hautes, ainsi que des sols gorgés d’eau dans les pessières acidophiles. Ils sont particulièrement fréquents dans les étages montagnard et subalpin des collines et montagnes des zones à pluviométrie élevée de la périphérie alpine et dans les plaines en bordure de la région à bois d’Épicéas de la zone boréale.;Nemoral peatmoss [Picea] woods
G3.E51;G3.E5;5;Niveau 5;TRUE;TRUE;Pessières à Sphaignes périalpines;Forêts montagnardes et subalpines de [Picea abies] sur sols tourbeux, des Alpes, des Carpates, du Jura, des grands massifs hercyniens, et, très localement, des Dinarides, souvent denses, avec des tapis de Sphaignes et mousses, occasionnellement accompagnées par [Abies alba], et avec une sous-strate de [Sorbus aucuparia], [Vaccinium myrtillus], [Vaccinium vitis-idaea], [Deschampsia flexuosa], [Calamagrostis villosa], [Blechnum spicant], [Dryopteris dilatata], [Maianthemum bifolium], [Homogyne alpina] et [Listera cordata].;Peri-Alpine peatmoss spruce woods
G3.E52;G3.E5;5;Niveau 5;FALSE;FALSE;;;Sub-boreal fen spruce woods
G3.E6;G3.E;4;Niveau 4;TRUE;TRUE;Pessières tourbeuses némorales;Formations de [Picea abies] colonisant les tourbières hautes de la région némorale d’Eurasie, avec [Betula pubescens], [Betula carpatica], [Vaccinium uliginosum], [Vaccinium vitis-idaea], [Vaccinium myrtillus], [Vaccinium oxycoccos], [Eriophorum vaginatum], [Sphagnum magellanicum] et d’autres Sphaignes.;Nemoral bog [Picea] woods
G3.F;G3;3;Niveau 3;FALSE;TRUE;Plantations très artificielles de conifères;Plantations de conifères exotiques ou de conifères européens hors de leur aire de répartition naturelle, ou d’espèces indigènes plantées dans des conditions artificielles évidentes, très souvent en monoculture dans des situations où d’autres espèces seraient naturellement dominantes.;Highly artificial coniferous plantations
G3.F1;G3.F;4;Niveau 4;TRUE;TRUE;Plantations de conifères indigènes;"Plantations de conifères paléarctiques à l’intérieur de leur aire biogéographique de répartition au sens large, mais en dehors des conditions décrites sous ""reboisement"" dans d’autres subdivisions correspondantes de l’unité G3.";Native conifer plantations
